Gender,Height,Weight
Male,65.929422,168.090412
Male,71.548496,197.819615
Male,69.164381,196.892315
Male,68.597659,180.22178
Male,71.057511,189.134012
Male,63.64406,158.422717
Male,71.182455,208.922683
Male,66.128673,187.141119
Male,65.057373,157.582432
Male,68.091374,181.644445
Male,70.993144,204.746678
Male,74.221175,231.13019
Male,69.327118,186.25843
Male,64.931342,181.09387
Male,68.346842,198.92098
Male,70.929125,203.370463
Male,61.477809,161.028752
Male,68.490813,189.806682
Male,72.04989,200.202829
Male,72.521667,221.86265
Male,71.233911,214.060148
Male,72.259115,201.701422
Male,67.56504,187.187094
Male,72.267607,196.527467
Male,62.600248,151.720704
Male,66.236437,167.29753
Male,69.650437,198.843696
Male,69.285921,178.789548
Male,70.725279,193.539252
Male,68.828615,197.737905
Male,66.014428,184.461812
Male,66.414882,155.194772
Male,66.615624,160.99199
Male,68.034822,189.084462
Male,70.502398,172.985777
Male,69.157729,195.895257
Male,70.795023,215.746455
Male,65.194377,166.707373
Male,74.785714,239.464343
Male,71.066906,184.279246
Male,69.334198,199.983891
Male,69.899204,191.412231
Male,64.425194,169.109401
Male,67.852131,194.744522
Male,67.549069,183.266533
Male,74.767447,210.369909
Male,71.418946,198.042484
Male,67.120344,172.66409
Male,69.859588,197.070856
Male,68.430813,190.50581
Male,67.933483,184.555483
Male,68.495343,179.929817
Male,65.244143,159.50322
Male,70.185352,197.884507
Male,71.104133,217.269605
Male,68.447579,187.907426
Male,65.420577,176.861684
Male,67.700788,185.148202
Male,74.223063,223.30804
Male,71.167246,206.942982
Male,67.230772,171.016941
Male,67.880559,175.222848
Male,67.376375,173.310396
Male,68.761247,181.125974
Male,71.705273,202.609008
Male,69.380995,199.85092
Male,73.716528,223.514722
Male,69.453376,219.261707
Male,70.78629,211.216081
Male,71.768464,200.798983
Male,69.343454,208.809775
Male,65.286026,161.420082
Male,70.921844,207.835945
Male,68.596663,180.831238
Male,68.603796,176.815476
Male,69.478744,194.603769
Male,65.930896,163.008432
Male,68.523345,173.270657
Male,73.929124,215.620035
Male,71.197938,210.134529
Male,66.556587,185.042324
Male,71.742276,187.965355
Male,69.744829,188.181125
Male,66.750654,179.542017
Male,69.692422,211.718429
Male,70.403517,197.692142
Male,69.019736,186.287992
Male,64.732287,166.106072
Male,70.998074,188.81177
Male,64.459814,161.378773
Male,69.749523,193.476259
Male,71.526849,189.282246
Male,68.327916,207.784925
Male,70.76472,199.323094
Male,71.41905,209.858257
Male,69.390474,180.175473
Male,72.001732,196.214414
Male,69.191475,189.43884
Male,66.166363,165.514607
Male,67.272143,182.394335
Male,70.915835,189.557637
Male,69.119888,189.625914
Male,67.409026,170.191325
Male,72.938649,216.097455
Male,70.490929,177.067774
Male,69.008259,196.051189
Male,66.76211,167.700496
Male,69.120664,179.60787
Male,73.126267,220.661405
Male,67.486824,164.295241
Male,64.955078,156.544786
Male,67.782489,183.681029
Male,67.662399,170.305493
Male,66.476397,168.627264
Male,72.98707,209.637974
Male,69.563232,195.346027
Male,71.00356,194.322601
Male,69.915637,219.367917
Male,71.697142,205.161748
Male,67.649941,178.882634
Male,68.295555,181.724931
Male,68.687256,203.560334
Male,68.915772,165.155899
Male,68.96088,197.93143
Male,67.247235,173.284033
Male,68.915864,183.947789
Male,65.838545,139.534047
Male,64.671076,160.188531
Male,66.295898,163.604002
Male,67.097586,193.955107
Male,66.99829,189.893342
Male,70.961971,184.223932
Male,68.420872,190.795542
Male,67.652528,188.200679
Male,75.620193,226.20778
Male,70.549242,197.879373
Male,68.890839,190.513487
Male,68.284532,176.246583
Male,64.995078,177.727094
Male,65.575772,173.691592
Male,69.306088,210.463688
Male,65.704715,170.100563
Male,67.803991,173.459892
Male,69.216147,184.93669
Male,68.015006,194.286946
Male,61.926949,149.149685
Male,67.266363,192.47077
Male,67.676822,179.750808
Male,69.970904,202.863293
Male,65.313462,163.357332
Male,71.906005,217.027715
Male,66.233904,183.161232
Male,65.814943,166.583611
Male,72.844948,205.250889
Male,70.949443,189.703089
Male,71.343808,218.586336
Male,71.055664,203.139433
Male,61.925547,139.90507
Male,68.762458,196.293806
Male,67.583941,179.937011
Male,67.361695,164.145922
Male,65.879157,168.174864
Male,68.694762,189.742542
Male,69.534862,195.170391
Male,66.634691,190.467959
Male,69.809902,204.426598
Male,68.679874,196.151623
Male,71.615179,209.670774
Male,69.689795,190.9334
Male,70.901086,197.944832
Male,68.005814,186.780338
Male,70.615744,188.663832
Male,71.571194,176.376643
Male,73.012863,209.329483
Male,60.748118,136.167866
Male,69.08212,190.935183
Male,69.338738,191.445654
Male,67.757138,184.93823
Male,76.027082,232.313471
Male,72.227616,201.778854
Male,68.921041,188.328807
Male,65.334928,174.655697
Male,65.932403,183.943339
Male,70.466689,187.517442
Male,73.181044,213.847453
Male,68.55088,175.219519
Male,68.529408,169.544805
Male,63.596455,144.591922
Male,67.144241,175.67919
Male,70.816371,197.198402
Male,73.530285,222.925917
Male,66.141069,165.404545
Male,67.90685,170.417231
Male,71.433376,216.634
Male,67.11268,173.707504
Male,73.283918,217.89604
Male,63.672583,161.013146
Male,69.22532,193.756326
Male,69.670124,177.119161
Male,70.485448,204.82745
Male,69.004678,176.731892
Male,68.457894,192.761886
Male,66.024734,166.96102
Male,69.318169,186.737996
Male,69.077741,188.506179
Male,73.56227,208.361492
Male,66.087689,161.495814
Male,73.525984,214.966459
Male,69.67906,205.133435
Male,66.676781,183.197307
Male,72.961665,208.895044
Male,68.246872,207.925577
Male,71.956626,210.663828
Male,71.058633,204.272838
Male,66.97695,195.19873
Male,68.478002,190.686023
Male,71.284441,199.635327
Male,64.980456,166.821547
Male,66.761884,178.797509
Male,68.766162,185.772158
Male,68.992544,193.754991
Male,71.295195,228.800516
Male,69.049478,192.349702
Male,66.541482,175.983491
Male,68.515523,176.141239
Male,67.459715,177.482525
Male,71.357382,201.760777
Male,68.590406,176.84308
Male,69.736087,185.52426
Male,69.833857,188.041029
Male,72.410586,189.384438
Male,65.434597,166.096744
Male,66.267657,170.250179
Male,69.974301,212.804259
Male,71.209194,196.145506
Male,69.9374,202.27907
Male,71.386022,201.332007
Male,64.588782,158.454094
Male,68.792984,174.489486
Male,68.445747,183.783383
Male,69.201578,188.103506
Male,69.426017,176.19343
Male,69.606225,194.200712
Male,72.881707,194.199509
Male,62.178331,145.898842
Male,68.874707,191.833709
Male,71.080084,209.853554
Male,72.182534,201.261464
Male,72.062755,208.781853
Male,67.380058,182.673405
Male,67.934635,166.435069
Male,70.80193,193.393543
Male,65.549121,178.44818
Male,70.191224,205.941791
Male,71.778995,199.209842
Male,68.130288,192.029567
Male,68.359483,175.260864
Male,66.090357,170.006445
Male,71.580123,205.347596
Male,73.536668,196.043295
Male,71.115532,208.145257
Male,70.794303,202.890758
Male,71.72906,188.595024
Male,63.19653,162.429727
Male,68.101113,182.852399
Male,65.8561,157.317461
Male,68.346457,178.675992
Male,69.560229,187.217486
Male,68.728304,171.620967
Male,70.158278,200.534178
Male,68.923337,193.92736
Male,64.300174,155.489729
Male,70.455633,192.527905
Male,68.624063,159.862467
Male,69.664752,176.259274
Male,69.058885,171.708926
Male,67.226986,181.709619
Male,66.1158,171.386659
Male,68.617387,179.132025
Male,69.249013,187.469371
Male,69.641906,182.004522
Male,72.797028,214.474036
Male,75.043995,208.526427
Male,70.972684,190.221993
Male,74.388012,217.14379
Male,64.362164,156.073899
Male,71.327001,206.385191
Male,67.172024,178.152781
Male,74.401672,228.838396
Male,63.867921,174.473363
Male,68.885992,164.214903
Male,72.13199,212.157276
Male,68.403726,206.01494
Male,65.092656,167.433533
Male,69.229679,195.21864
Male,71.947788,209.175489
Male,67.462991,182.301286
Male,69.312909,190.185147
Male,63.731048,160.344904
Male,60.679817,129.301024
Male,70.663323,195.626319
Male,67.594031,186.751417
Male,74.649508,227.500645
Male,70.467079,197.187532
Male,71.944011,209.556283
Male,74.025751,209.759272
Male,70.782228,220.436786
Male,64.727257,169.207937
Male,68.383024,185.845617
Male,71.469221,192.691493
Male,66.944454,177.026088
Male,70.796979,199.947383
Male,65.292435,168.71029
Male,61.75401,123.528143
Male,62.480671,160.242238
Male,67.80568,197.082611
Male,69.525994,161.970938
Male,72.500757,201.655056
Male,70.485295,194.786198
Male,66.689736,162.565407
Male,71.291918,175.810968
Male,71.796767,209.37931
Male,73.056344,204.460332
Male,68.853354,210.869084
Male,66.045444,169.326284
Male,73.985901,223.326105
Male,69.251618,192.946891
Male,69.340657,172.904801
Male,70.976265,191.572154
Male,63.561278,157.119544
Male,69.770151,182.795494
Male,65.188478,151.886942
Male,69.978941,193.341083
Male,69.750597,185.42797
Male,71.171431,195.382311
Male,70.572002,174.196887
Male,65.65109,164.649814
Male,67.138414,163.845001
Male,65.918087,174.719958
Male,73.786636,212.900556
Male,67.737251,172.794261
Male,65.544076,171.980331
Male,71.213913,195.923416
Male,65.592354,174.815349
Male,65.667554,174.566856
Male,61.972736,140.27775
Male,73.899939,215.559703
Male,72.342184,215.858234
Male,70.311694,184.24386
Male,67.115564,168.202167
Male,65.932482,151.384618
Male,67.227745,185.970161
Male,70.114344,203.241732
Male,74.8415,223.94567
Male,64.527303,148.472186
Male,70.051255,207.194647
Male,71.833169,205.193062
Male,72.83674,209.422484
Male,73.301866,199.166929
Male,66.393192,165.06461
Male,66.515162,180.760535
Male,69.272813,202.29876
Male,68.231954,195.26199
Male,70.413869,184.232662
Male,69.726885,188.45376
Male,65.510734,157.205025
Male,69.137269,196.552324
Male,73.666189,208.366179
Male,65.892753,158.184986
Male,68.354429,184.598428
Male,70.424731,197.907521
Male,72.080201,202.867237
Male,71.711125,199.080779
Male,65.729162,156.223958
Male,63.898338,168.299538
Male,70.31601,201.510688
Male,65.78873,174.58488
Male,69.827464,196.930792
Male,68.33115,197.75677
Male,67.741589,165.643283
Male,75.033889,232.886117
Male,73.404059,192.732405
Male,69.554762,192.181669
Male,64.53904,157.129277
Male,67.546761,163.495203
Male,73.096478,205.157578
Male,66.553981,171.428592
Male,73.991604,208.964584
Male,70.862688,209.759114
Male,71.568734,206.260458
Male,65.838391,177.211697
Male,70.275534,211.716254
Male,61.773522,149.514839
Male,74.824945,220.336367
Male,71.605146,192.427914
Male,67.260104,163.386513
Male,70.924194,199.778373
Male,75.059669,218.583688
Male,73.100876,223.206452
Male,70.661992,217.951883
Male,67.144667,171.207779
Male,67.123153,147.537956
Male,69.524944,170.037186
Male,65.224692,160.836074
Male,68.410463,185.127735
Male,68.763464,177.083388
Male,67.936869,188.884097
Male,69.237829,159.244886
Male,68.465724,188.079276
Male,65.694294,150.96062
Male,69.430998,172.325881
Male,66.135391,166.363819
Male,70.877048,186.339824
Male,65.973065,187.658379
Male,64.939115,163.880199
Male,68.368603,196.949506
Male,69.525551,189.707399
Male,66.455602,188.974847
Male,69.474582,177.343918
Male,68.730099,184.130432
Male,73.781274,221.240096
Male,76.501883,217.882346
Male,71.225702,199.182763
Male,64.50621,164.500367
Male,66.503815,163.269889
Male,69.210413,187.62482
Male,63.54637,150.346658
Male,69.731128,202.707102
Male,68.608208,181.724837
Male,71.46413,206.590857
Male,69.509488,203.985415
Male,73.759636,231.608671
Male,68.277787,195.18993
Male,72.454633,200.290004
Male,70.769193,195.353057
Male,70.452141,188.098837
Male,68.904099,194.65977
Male,69.238427,197.412091
Male,67.277847,156.416342
Male,71.463765,207.768535
Male,68.840634,171.92115
Male,71.405965,216.923291
Male,70.144874,190.585377
Male,70.679691,206.119839
Male,68.541116,201.108892
Male,71.434727,206.594059
Male,65.22082,158.987186
Male,70.773151,208.223566
Male,69.760095,187.812062
Male,63.962531,168.349457
Male,70.304163,196.835052
Male,70.316849,205.521886
Male,67.405408,164.574391
Male,67.121503,167.191527
Male,68.37758,168.997324
Male,69.578239,184.219818
Male,62.532253,168.153326
Male,69.336822,184.119415
Male,66.787467,172.175466
Male,75.391292,218.604697
Male,70.213629,189.658274
Male,71.103564,196.759936
Male,69.793888,181.723193
Male,66.471844,175.389152
Male,70.713714,208.710439
Male,63.618717,162.674975
Male,70.54928,191.318811
Male,67.402821,192.672676
Male,71.435175,213.337773
Male,68.593405,187.402531
Male,71.452327,203.448273
Male,70.69879,189.985479
Male,71.391464,197.307059
Male,70.485643,193.359947
Male,74.408188,226.701023
Male,63.400423,185.188138
Male,68.399719,171.329108
Male,67.429854,175.124366
Male,70.812,196.221113
Male,67.110271,194.752354
Male,67.72822,184.46845
Male,68.550832,179.55679
Male,68.619485,192.605639
Male,70.605761,197.341247
Male,67.086781,164.175701
Male,65.311708,167.327703
Male,69.924147,185.866584
Male,68.364635,193.981748
Male,70.869805,205.863935
Male,76.0123,235.437966
Male,67.965968,176.966728
Male,69.765087,199.026428
Male,69.568672,200.704052
Male,71.560019,213.978597
Male,70.958049,201.663337
Male,65.440922,144.132027
Male,70.976125,202.603188
Male,67.992851,183.958089
Male,70.518515,199.568441
Male,69.109191,176.045407
Male,71.605573,194.932569
Male,69.889559,203.518326
Male,66.456899,166.684649
Male,70.291354,207.508543
Male,62.619965,152.852975
Male,66.621682,146.230805
Male,65.350288,156.761337
Male,71.60674,209.964943
Male,69.412914,183.90211
Male,69.893814,200.796854
Male,65.665959,164.215639
Male,64.408273,154.641042
Male,68.626886,189.44924
Male,69.600283,176.594889
Male,67.453231,173.272218
Male,68.169995,185.25311
Male,69.553614,203.811091
Male,65.747298,182.05169
Male,73.122393,201.703778
Male,66.620926,177.842655
Male,69.145909,202.628196
Male,65.965795,186.225431
Male,67.203266,185.454007
Male,65.453957,175.844485
Male,73.030092,209.587801
Male,68.317245,179.370856
Male,66.334281,165.368276
Male,72.361983,198.26297
Male,67.717427,184.931804
Male,70.477591,200.247996
Male,71.162992,199.443989
Male,69.35478,202.332216
Male,70.097238,201.993728
Male,69.297292,197.358761
Male,63.309969,157.003544
Male,67.88723,183.343327
Male,73.20297,203.023116
Male,73.141155,193.926034
Male,70.895983,195.601365
Male,72.142693,214.853925
Male,72.132778,184.147189
Male,71.206619,193.74326
Male,66.252151,170.1095
Male,72.341589,205.699621
Male,68.068922,166.2635
Male,71.397309,198.406734
Male,65.726032,169.67526
Male,67.110447,160.050285
Male,72.215035,204.93776
Male,63.009783,147.90182
Male,69.569155,180.949823
Male,70.404002,217.837245
Male,68.030216,189.36164
Male,69.77791,176.090289
Male,62.078635,130.277275
Male,65.83442,159.319115
Male,70.780936,191.968178
Male,69.57143,182.154139
Male,67.327065,188.351726
Male,67.814602,191.760002
Male,66.682243,162.766968
Male,69.639709,197.596213
Male,64.774237,182.589844
Male,73.962941,200.007161
Male,67.933384,184.40952
Male,66.770039,165.489768
Male,68.936358,176.652179
Male,76.434559,228.872991
Male,68.996145,180.350924
Male,73.50184,225.972218
Male,69.603103,189.816645
Male,72.06738,202.262074
Male,70.489225,178.918714
Male,67.034851,167.044233
Male,66.184108,172.637612
Male,68.69421,179.962509
Male,66.653234,160.147436
Male,69.838657,178.392483
Male,66.245065,154.58869
Male,72.811032,208.848846
Male,64.474747,169.430634
Male,69.754479,181.641049
Male,70.661444,203.844792
Male,72.470618,184.446325
Male,68.171533,199.701811
Male,72.987171,206.629399
Male,70.533565,196.584346
Male,70.046953,190.002405
Male,69.016067,196.763908
Male,73.549162,222.297492
Male,68.118098,180.065609
Male,68.287637,178.432598
Male,71.527048,202.74874
Male,73.396543,220.945761
Male,69.844564,198.630278
Male,70.151966,203.734481
Male,66.299726,150.149361
Male,76.492934,227.139296
Male,71.032385,186.762488
Male,66.631041,170.421149
Male,66.075537,182.428003
Male,70.613162,187.472024
Male,65.203481,158.664555
Male,66.861861,175.797275
Male,73.757998,220.770232
Male,69.898086,195.758935
Male,69.52732,189.027368
Male,66.744477,154.12685
Male,69.074492,179.386817
Male,68.561751,172.195364
Male,70.32255,190.461777
Male,71.94912,208.088947
Male,70.916552,191.883267
Male,70.371123,197.382416
Male,67.796477,189.683151
Male,68.699996,208.068199
Male,69.114632,188.717273
Male,67.697104,187.423896
Male,71.28033,217.903599
Male,71.427575,201.842809
Male,71.043356,204.627728
Male,64.726256,143.347565
Male,67.148159,182.031248
Male,72.291697,202.104372
Male,70.242866,192.796113
Male,64.457858,158.916699
Male,74.464989,213.482103
Male,65.298915,162.818275
Male,72.749526,212.180719
Male,65.718179,155.175543
Male,68.890095,194.681435
Male,73.038409,209.475388
Male,69.860746,198.321828
Male,69.861197,179.662496
Male,71.765562,192.690383
Male,66.820846,179.801568
Male,67.787694,190.506796
Male,69.250714,196.141144
Male,68.929672,180.826457
Male,68.99711,186.635313
Male,66.373995,167.784391
Male,66.376519,179.468886
Male,69.05457,181.360351
Male,65.667475,161.422211
Male,62.752878,149.759706
Male,66.577987,161.201891
Male,67.272171,187.363366
Male,69.836552,176.011673
Male,74.216431,238.569451
Male,71.230529,209.032877
Male,70.762865,194.796567
Male,67.878954,163.724433
Male,67.114527,182.512451
Male,66.539812,175.093255
Male,67.091219,180.880725
Male,68.893418,172.654238
Male,71.882697,207.575614
Male,70.531876,194.009473
Male,69.208108,187.867103
Male,66.854738,161.223965
Male,77.160801,228.707301
Male,68.198537,176.456828
Male,66.795793,186.993899
Male,74.070206,218.423584
Male,69.691743,184.618953
Male,70.482757,199.359224
Male,66.202964,164.634464
Male,71.857888,193.42999
Male,65.975207,171.076831
Male,72.676961,217.561415
Male,69.812022,188.064984
Male,69.043146,178.184817
Male,63.850678,151.996661
Male,64.909785,145.176136
Male,65.045444,147.66026
Male,68.874396,183.438539
Male,69.982219,178.348439
Male,62.709304,152.820468
Male,66.923437,173.634257
Male,67.269044,180.035673
Male,72.122526,200.336806
Male,69.611403,170.296197
Male,65.184701,166.738555
Male,74.080275,194.778854
Male,61.121829,152.79113
Male,68.321453,206.426147
Male,63.952928,164.771475
Male,68.581374,181.167061
Male,64.925909,185.001854
Male,69.659754,209.520425
Male,71.120753,197.345436
Male,62.804191,148.605042
Male,70.811262,201.224277
Male,69.549511,199.193815
Male,67.032346,188.459689
Male,67.396834,178.300197
Male,69.371843,173.43017
Male,74.545137,218.437568
Male,66.556525,173.38683
Male,67.259953,186.320797
Male,66.001968,165.167723
Male,67.283507,203.13576
Male,67.924634,161.670828
Male,66.057634,164.470504
Male,65.84458,170.792357
Male,69.031063,170.310122
Male,70.327116,192.497161
Male,66.534307,166.371258
Male,71.471675,196.54096
Male,70.046931,183.619621
Male,68.605711,187.291392
Male,68.982381,178.282409
Male,73.788885,222.397561
Male,69.072811,190.587913
Male,73.187949,204.103817
Male,68.677384,192.196246
Male,64.922336,179.409092
Male,66.111229,192.765581
Male,67.74899,169.740272
Male,71.813904,192.816442
Male,69.195441,185.729196
Male,67.407172,188.594092
Male,69.876633,179.68093
Male,64.366677,162.495082
Male,67.492854,183.38378
Male,73.122433,221.445902
Male,67.652945,188.889865
Male,68.537902,191.822914
Male,70.724758,214.261518
Male,68.23015,182.382822
Male,67.697123,163.939879
Male,73.716743,198.462227
Male,68.858457,187.395086
Male,66.473766,175.947368
Male,69.972281,188.625911
Male,67.556183,200.779691
Male,74.272019,209.937493
Male,72.09386,201.862658
Male,69.56978,182.794844
Male,71.614089,206.163433
Male,67.13855,171.876966
Male,68.415651,171.321216
Male,78.095867,255.690835
Male,68.642628,178.816795
Male,70.026842,186.358702
Male,74.325677,220.845727
Male,72.231636,202.13716
Male,67.666664,193.081647
Male,66.424187,157.288088
Male,65.071113,180.756526
Male,69.156982,206.51519
Male,67.805312,180.004548
Male,68.238745,193.983821
Male,72.548852,203.627584
Male,74.056427,211.730517
Male,73.236788,201.099801
Male,72.837685,212.20404
Male,68.26982,167.910729
Male,70.071819,207.086675
Male,71.738695,185.842622
Male,68.67396,172.847185
Male,70.182139,184.723331
Male,66.946614,182.369717
Male,67.675989,188.311394
Male,67.903573,168.677913
Male,67.199432,173.488599
Male,66.997862,178.057336
Male,66.029709,174.058235
Male,67.814286,192.066392
Male,71.447652,191.177158
Male,70.079323,189.59596
Male,73.721613,210.223501
Male,66.388007,159.376926
Male,68.196088,189.874929
Male,68.27536,176.179069
Male,65.939647,177.285415
Male,66.871878,170.323958
Male,66.198009,165.933327
Male,73.30301,232.250643
Male,69.285036,206.883393
Male,71.769762,200.356448
Male,63.639483,163.257902
Male,72.161545,188.913332
Male,72.00328,207.542121
Male,68.165837,173.456455
Male,69.084897,189.856786
Male,67.188451,169.890823
Male,63.615019,160.787654
Male,71.720612,211.00758
Male,70.475126,193.857356
Male,72.867587,217.335253
Male,68.162844,176.741831
Male,69.67915,203.317012
Male,63.000047,165.555966
Male,71.758125,211.737442
Male,71.629678,201.503813
Male,71.064105,200.68416
Male,70.115144,189.532927
Male,70.448874,206.499744
Male,68.541467,173.299722
Male,71.333921,221.122034
Male,67.180939,169.829454
Male,73.106344,219.786604
Male,70.887487,182.887948
Male,71.910226,198.078825
Male,73.569298,216.617778
Male,69.801575,203.258375
Male,70.62787,185.246977
Male,66.314577,148.26573
Male,70.26936,192.307027
Male,70.978703,206.522974
Male,70.315066,181.789409
Male,71.513701,212.728705
Male,70.998546,195.959045
Male,66.695309,155.128965
Male,72.659,207.506379
Male,66.510043,181.938176
Male,66.578235,164.11703
Male,66.72468,185.313911
Male,69.295546,178.17537
Male,68.322982,178.413189
Male,65.797953,162.027736
Male,70.123761,217.425675
